,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,-1.5349586,-5.244841,27.319729,-1.5366993,21.999487,-0.15442668,13.417727,5.937522,20.727629,45.64283,0.1631409,14.582574,20.787966,30.208094,5.5846786,-12.901872,-3.8762634,-4.460594,12.018288,-10.09457,-6.496546,3.6998148,-4.7850957,-12.075127,-1.4839104,-4.7017274,-3.581693,40.914948,-3.4367504,8.272927,19.250559,-1.9331913,-11.770009,-0.69941115,26.046286,41.22117,-4.059017,-0.98531395,-1.5513884,48.49303,-10.734948,-3.310183,-2.0559065,-9.00046,-8.701969,25.840326,14.876996,-5.889324,-7.5555873,5.479663,-6.810869,-8.336653,7.590719,-4.83953,-0.050522707,-5.3784184,17.156536,-3.549695,-9.001675,28.862013,-6.5005727,50.42565,11.502704,3.266449
1,-1.6419402,-5.9718037,24.696459,0.78325385,28.724892,-0.12983294,16.302324,4.2610645,19.26686,38.729084,-1.1819059,8.654203,17.22433,24.828531,5.8424807,-10.517585,-4.979738,-6.364201,17.137383,-11.701062,-8.487809,5.616629,-6.6087384,-16.286697,-3.175144,-8.271102,-4.979763,49.492653,-5.0897408,11.229727,18.528584,-1.6856029,-1.5391617,1.347031,3.9390197,5.5643477,-0.85724086,0.26365513,-0.4899897,7.9046946,-1.1753694,-1.2432894,-0.33391905,-0.72631824,-0.728418,1.901316,-0.41065043,-0.7322063,-8.877419,-0.8190089,-1.3194621,-1.2680317,-0.44613054,-8.403327,8.162808,-4.2068744,21.655891,-1.835975,-11.343297,29.46564,-7.838338,43.35433,-1.2223786,6.710707
2,-1.066243,-7.36929,29.805807,-0.06498212,33.02614,4.9302306,17.285868,5.4296374,21.626896,42.992672,-0.34454414,8.337454,23.211863,25.720608,4.2411017,-13.264556,-5.1433296,-5.2102957,8.687965,-11.146864,-6.891262,2.2771497,-5.3670087,-15.382621,-1.126549,-5.878964,-4.459252,51.25239,-3.2303917,9.246679,21.00263,-3.2353039,-12.421328,2.2930913,22.713951,31.601006,-4.768487,-0.5672582,3.6948984,52.476624,-8.67741,-6.7178473,-0.3877443,-6.301769,-8.84647,15.509842,9.279744,-4.7095194,-10.998235,-1.3335272,-2.7370412,-5.0443563,2.8177671,-11.211008,17.650202,-6.320017,45.273838,-0.9225997,-8.854935,21.438225,-13.167819,38.173462,5.764354,5.032793
3,-2.125472,-7.5769925,37.383717,-2.9522371,28.491901,8.971264,27.909508,-0.18240939,16.550753,44.413017,-1.3011657,17.315063,27.481853,29.145498,10.411206,-14.880157,-6.9788303,-8.007502,11.228052,-13.615356,-8.996737,3.0251024,-5.88738,-18.226547,-2.5445058,-7.5390763,-5.407085,62.061222,-5.4683704,15.229723,25.636696,-3.1927204,-11.071506,13.228238,25.223995,43.43295,-5.3394413,-4.5752788,11.742638,53.214283,-12.56117,-7.7316146,-0.6076209,-7.020975,-10.885185,24.007368,18.16161,-5.500565,-7.696036,-1.9414699,-5.7861657,-2.8946626,-0.10658975,-8.697778,18.340462,-7.5307302,45.866413,-1.4792665,-9.860421,26.895082,-10.278453,48.994587,1.7145468,10.82987
4,-1.1370125,-5.0317383,25.888521,-0.961772,21.279245,2.720204,24.681917,4.8314986,13.426427,39.208244,-3.3687727,8.808577,14.105938,27.008488,8.474317,-9.521527,-5.9676075,-6.6966276,3.9839795,-11.424343,-7.8448853,2.3414733,-5.047548,-16.819176,-1.9806827,-5.6380677,-3.5452514,54.216587,-3.6847348,13.942862,25.118652,-4.6373763,-14.433875,-0.03798738,21.305073,48.48199,-4.8732047,-3.5578403,-0.25033218,54.152767,-11.49859,-4.0160604,-2.1245577,-8.735295,-10.285165,30.512213,20.911856,-5.6240444,-6.3065634,4.2649913,-6.2991333,-5.073579,15.694024,-8.508696,18.416243,-6.252943,32.756298,0.17385204,-5.723295,11.550346,-8.9260435,37.93519,13.643273,-0.9576873
5,6.0124073,-5.996446,13.025944,-3.9648156,7.0767007,-1.601245,13.922488,13.722201,39.092216,59.803722,9.459924,8.59761,19.723467,17.38653,10.87252,-16.681637,-4.1625633,-4.938971,6.6233034,-11.883148,-7.3146043,2.553351,-6.4780946,-15.753569,-2.7730684,-6.965886,-4.128598,49.72758,-3.019006,7.9292293,21.169512,-3.466408,-11.187829,-0.6095828,17.552794,30.657806,-3.688676,2.4075346,-0.50324404,42.62178,-7.8843393,-1.7093793,-0.9433199,-5.5647388,-7.2917314,9.136662,10.314043,-2.6230195,-5.992745,-1.0535128,-4.719041,-5.2397103,-2.4759448,-9.17102,15.249732,-2.8164072,9.78029,13.3026495,-11.545024,21.309288,-7.852083,56.77811,7.143652,2.0447047
6,9.811826,-5.852876,24.111425,-1.4960691,25.442173,3.9381628,35.5463,4.1414437,24.73511,51.79109,-2.9744856,24.266745,14.361654,21.787003,31.156652,-15.976886,-4.0185246,-5.4432125,9.742725,-9.416566,-5.5452595,2.8710768,-3.9882793,-11.888527,-1.3308825,-5.3944917,-3.0131352,39.909153,-2.6823442,11.055484,19.224325,-1.9608921,-13.719505,27.040215,31.655964,55.198345,-1.5101472,-3.1453161,20.483866,49.97759,-10.269377,-6.47654,17.040834,-8.030535,-15.027754,31.932,9.022571,-1.9560632,-7.7586937,-2.1792417,-9.887932,-3.0184417,1.001262,-8.976931,14.726283,-6.954532,53.63832,-0.72251403,-10.909456,20.230265,-11.5379715,43.000015,3.269542,12.348876
7,-3.5538254,-9.40373,37.660824,-0.16050638,38.27204,8.309239,14.248852,12.187376,35.227383,53.35967,1.0248284,11.303592,30.941954,33.841003,4.897684,-17.829765,-7.523111,-7.8769307,13.143398,-15.94187,-9.338593,0.055419557,-6.111124,-19.552084,-1.895856,-7.126041,-5.508347,62.738644,-5.9293327,19.716915,26.214834,-4.8538256,-4.8622265,-0.04805096,11.122776,7.74457,-2.8678129,-1.7604511,-0.3107057,21.877499,-2.7736855,-2.577429,-1.0959357,-2.5181718,-3.7211375,7.9033275,6.9670296,-2.346045,-5.7946415,0.028370745,-4.7707524,-4.286397,-2.4993262,-8.631071,11.041923,-8.768246,29.0242,6.2789173,-10.4456835,53.741997,-12.339268,46.61803,-1.3750098,-0.8592893
8,-0.21010666,-6.405196,33.066113,-0.14492284,32.37535,3.9957685,19.580734,4.1131487,19.178095,37.69261,-0.6223453,15.175118,19.827127,30.910778,10.135193,-14.528071,-3.5245485,-4.163247,6.4099755,-8.132256,-5.01031,3.2949245,-3.9682193,-11.076733,-1.5246204,-3.9584494,-2.4775658,35.700504,-2.4935808,4.005446,15.241747,-1.4706953,-14.7919235,-0.39664352,27.761604,33.635708,-2.9423287,-0.14730634,-1.9405986,66.753876,-11.401566,-8.3353195,-2.1316214,-9.022708,-10.242667,26.311811,7.652487,-8.890817,-12.884509,-3.5694892,-4.698761,-3.767693,-1.8712368,-8.041159,13.345713,-3.2770877,43.770454,-5.6044254,-13.644988,30.729612,-8.519578,54.29173,-3.0676246,16.874775
9,-0.9714831,-2.546978,14.64135,-1.7598952,12.954306,2.012044,8.165632,-0.31180736,8.325773,16.697966,-0.4447781,8.325104,9.188359,10.49207,1.3741584,-4.9582534,-6.447294,-7.9346724,7.503934,-14.4622555,-8.302401,4.8156924,-5.753141,-19.936092,-1.2004967,-6.1599646,-3.863375,64.05452,-4.3383055,10.566059,33.140747,-2.2014468,-13.447538,4.9873633,22.812773,34.980064,-7.4636464,-2.3772717,-1.7709568,52.66594,-9.404176,-3.2061598,-1.121159,-11.51434,-10.16649,29.488373,21.271555,-7.2591615,-7.546476,-1.5402774,-4.5375566,-7.200307,-0.07755313,-9.743591,4.5939245,-8.306226,37.786674,0.17686886,-10.954612,36.39863,-12.912464,50.939228,3.7779443,10.089159
10,-0.89446425,-9.874363,32.36958,5.0627494,44.188446,-1.6684232,26.485188,7.639876,28.439035,53.786564,-1.4552687,18.942787,24.91352,19.096949,10.7692995,-14.343027,-5.952634,-6.5040827,8.505282,-13.728211,-8.201187,4.874723,-6.6467714,-18.147787,-2.2693298,-7.669207,-4.3529277,65.608116,-2.8998766,14.719678,25.666237,-3.7168262,-13.08417,-0.37454703,14.7978945,44.513195,-4.253311,4.13216,1.2731941,50.68007,-10.073831,-2.782183,4.0432057,-8.255418,-10.422518,21.78392,14.155838,-0.9550933,-8.953455,-3.3931684,-2.5556517,-5.773059,-3.5323508,-8.352469,15.427933,-5.823281,25.511204,3.1846676,-15.956636,46.92788,-10.116209,67.975685,-4.1168747,6.9722314
11,-1.6879194,-8.750139,26.436438,11.980675,40.160606,6.3590817,11.431186,0.5606073,33.44623,44.056923,-2.4287703,6.15466,15.021462,19.065067,13.220767,-12.042934,-6.161785,-7.7784376,8.335404,-12.407136,-8.005394,0.067192495,-4.284014,-16.848967,-1.3372884,-5.9878225,-5.9250293,61.351658,-4.1195054,24.066324,25.760908,-4.714016,-9.565921,-1.5313629,24.722649,21.231964,-8.503364,-3.2171307,-0.95721626,54.141228,-5.827155,-8.39089,-2.6557724,-7.9752865,-6.3364525,23.450489,0.79238904,-6.9896154,-6.8261414,-1.8903422,-5.9148226,-1.4629282,-3.0561297,-8.752032,15.84918,-8.614296,39.772877,-0.81919396,-9.119083,41.77277,-9.327662,42.549343,5.218642,5.6026373
12,-0.75701505,-8.939044,30.635992,-1.0527692,37.30796,-0.901506,24.293634,3.6238663,23.622248,41.273838,-1.2508347,18.704636,21.81788,19.585957,9.966853,-13.357044,-5.1961927,-4.629005,17.712368,-13.179198,-8.885838,4.62535,-7.054855,-18.376944,-3.0496736,-7.332961,-5.552055,57.224037,-3.8596723,12.93703,28.632412,-3.514479,-13.625618,7.167474,26.160032,36.65605,-6.9548774,-3.6214585,8.685826,61.574123,-5.625944,-6.013773,-1.1854559,-4.5942836,-8.804146,28.428417,10.533916,-5.1051364,-9.5181465,0.041242864,-3.8538923,-0.67975324,-1.876706,-12.9684305,29.972818,-8.818279,36.679607,-0.43427637,-10.453348,43.074425,-11.060165,40.87672,3.9786336,1.5762527
13,-0.17858131,-8.750894,29.971338,-1.6647627,26.966509,12.649204,15.865925,4.7794228,24.169912,42.91777,-1.7091066,10.443226,21.771154,22.53177,23.305098,-13.935391,-5.2912626,-8.239088,13.313608,-14.114018,-8.243688,1.8806788,-6.1710577,-18.571339,-2.165451,-7.6871123,-4.803785,59.58172,-5.4409375,8.101849,23.075018,-2.9861465,-11.358016,-0.4201203,13.74138,33.03807,-6.168911,-2.1295214,-0.93904436,40.649967,-8.452777,-0.015915858,-2.8417025,-5.5304914,-7.387664,23.447506,21.731314,-5.4385653,-11.937725,-2.1262128,4.6175194,-3.0306525,-0.59174347,-10.29794,29.272367,-2.168125,27.815783,-6.1080623,-11.155008,15.575233,-11.0372505,40.030315,-2.414187,1.3723335
14,-0.03360304,-0.62732464,2.4365056,-0.16862248,2.1556067,0.05494829,1.3410982,0.53647715,2.0730615,3.8260226,0.28872612,1.0929285,2.246683,2.644415,0.8788429,-1.231999,-3.6366262,-4.0138707,4.9668207,-8.110685,-3.8136709,1.7078716,-2.7621381,-10.542371,-0.88859296,-4.822644,-2.242889,34.08437,-2.200638,11.259605,13.811248,-2.6790183,-12.509965,-1.8111675,7.165781,24.91111,-2.8112407,4.629411,6.1671495,43.305065,-6.6171303,-3.0203514,-1.0794456,-5.614318,-5.9543657,2.3002157,15.069846,-0.6981928,-10.285481,-2.4813352,-6.315407,-3.7217054,-0.087294504,-11.555632,22.512596,-6.5201173,56.229015,-2.484989,-9.666603,29.956284,-13.580863,45.63594,-0.5227438,9.607765
15,-2.6336164,-7.727986,41.863102,4.2695575,36.56728,-0.77218497,31.701147,7.5343666,15.188847,37.332195,-0.4084595,10.752378,23.420477,30.238285,-0.7329083,-14.83442,-5.815346,-5.492313,4.5535946,-12.773173,-6.5367775,6.3402076,-6.1733284,-17.531532,-2.0467157,-6.953148,-4.2286377,62.0944,-2.2593322,11.721424,26.686543,-4.3564,-3.3684812,3.202662,7.3688474,17.110394,-1.0261427,-0.51957405,0.6154315,17.326162,-3.5765352,-2.0153298,0.28384817,-2.3985558,-2.7167535,7.999458,2.1009033,-1.0699055,-7.3297896,2.1638305,-4.4066525,-5.0520906,-3.1706018,-7.4492083,18.069365,-3.3210814,19.465563,3.0548966,-12.434377,27.236124,-10.104606,40.64299,-2.5412889,-0.51692015
