,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,-0.061408553,0.0659681,-0.014983525,-0.0066933692,-0.10907553,-0.07444848,-0.017906232,-0.05101122,0.14813441,0.16953996,-0.007830556,-0.019163713,-0.0015021426,-0.0106272455,-0.03339253,-0.027027728,-0.013510728,0.06565613,0.05600951,0.08679403,0.0538823,0.21998568,0.09845411,-0.040206045,-0.023784343,-0.01734164,-0.004186826,-0.06465068,0.06558049,-0.033039264,0.05854281,-0.013105434,0.20700784,-0.0062217717,0.04995563,0.03821215,0.3629458,-0.021482699,0.22464724,-0.076041505,-0.007576917,-0.018489722,-0.0002207381,-0.023949262,0.14265025,-0.065019324,-0.046743967,-0.0044333297,-0.008874644,-0.00056932215,-0.036671136,-0.009541036,-0.0333607,0.2917343,-0.004231115,0.037763383,-0.040521376,0.24267094,-0.014795825,-0.034813438,-0.06953064,0.07482619,0.087592855,0.28364018
1,0.39074025,-0.014113139,-0.0068356064,-0.03313613,-0.055019118,-0.018477894,0.061293878,-0.042295884,0.22088176,-0.008243284,-0.030974552,-0.02739225,-0.040162753,0.026505683,-0.032376025,-0.020715408,-0.046630077,-0.0012430588,-0.002203287,0.17660123,0.008688183,0.07947104,0.2694156,-0.03308244,-0.044309348,0.35756093,-0.07060282,-0.029114878,-0.022190843,-0.037674293,0.07950787,0.14160872,0.06601089,-0.0034858386,-0.012457335,0.14344263,0.15750977,-0.010525235,-0.019339813,-0.023257706,0.33269405,-0.008266806,-0.008140571,-0.022265272,0.1553298,0.03655985,-0.047326565,0.15822408,-0.026012523,-0.002114712,-0.053524222,-0.0007162366,0.058428597,0.41300255,-0.014111292,0.11598833,-0.020590944,-0.042676438,-0.016534118,0.09588872,-0.054666433,0.03699622,-0.009907809,0.45496097
2,-0.04450303,0.03750624,0.03736,-5.493383e-05,-0.10609481,-0.08277503,-0.025154507,-0.04089654,0.052737735,0.21578616,-0.022926727,-0.023072354,-0.011926371,0.027153887,-0.026119305,-0.03172521,-0.0258714,0.11134547,0.018737027,0.03380131,0.04799789,0.33021736,0.051895212,-0.058001973,-0.019587656,-0.030674223,0.062466346,-0.08707168,0.17373686,-0.034022458,-0.0045008534,0.015185693,0.082635336,-0.0027627347,0.062044363,0.03940809,0.36573637,-0.01641245,0.1701753,-0.06537583,-0.0022121842,-0.014938762,-0.016710142,-0.020049298,0.11545201,-0.05081104,-0.04659773,-0.0032563389,-0.0038646595,-0.008981913,-0.048130203,-0.0029031273,-0.022949405,0.24235363,-0.008258019,0.037332255,-0.03285544,0.18256664,-0.019137533,-0.01597679,-0.06489176,0.022385528,0.061415114,0.20225644
3,-0.029310763,0.026788084,0.007914053,0.02084549,-0.07888282,-0.06169341,-0.01030249,-0.03716065,0.05903518,0.12335491,-0.005180927,-0.026754923,-0.0019124841,0.048640367,-0.026312435,-0.022303814,-0.035167236,0.13935208,0.009651657,0.06248048,0.056439977,0.27954176,0.03207919,-0.047624186,-0.015163849,-0.024858057,0.04709875,-0.075172015,0.028313871,-0.032208093,0.0057298066,-0.018655526,0.22876145,-0.007534254,0.009939473,0.037059728,0.3411626,-0.0068902033,0.15065572,-0.08584467,0.027806494,-0.015547782,-0.010392242,-0.014312551,0.10158406,-0.057703767,-0.047474712,0.022955721,0.012138234,0.012691662,-0.04401751,-0.0070037227,-0.018175956,0.18194258,-0.002760012,0.018351275,-0.01692489,0.17178553,-0.02147878,-0.028648997,-0.06265757,0.065945655,0.11924514,0.21052185
4,-0.0014173931,0.04506927,-0.011112389,-0.009793406,-0.072980225,-0.041908223,-0.007577323,-0.051114086,0.25468317,0.0114698075,-0.017365998,-0.024285398,-0.036959264,0.059689257,-0.033351015,-0.032007087,-0.049361475,0.0007770929,0.09108812,0.21017505,-0.021687696,0.31779346,0.2120747,-0.021829644,-0.047714915,0.14046557,-0.040508386,-0.04574893,-0.0022749808,-0.047680106,0.036915425,-0.0012843075,0.21905929,-0.015402554,0.03403799,0.06099244,0.0776711,-0.03208482,0.11439137,-0.037094552,0.20418662,-0.007085847,0.08822968,-0.043601483,0.12233174,-0.013637083,-0.030001428,0.14367063,-0.0010397818,-0.025623305,-0.06368686,-0.0009674473,-0.009267795,0.44459313,-0.012329033,-0.025052598,-0.0008096827,-0.021140562,-0.031759236,-0.03940329,-0.0644814,0.07032441,-0.036995128,0.49486628
5,-0.037744135,0.23115711,-0.012752194,-0.015457686,-0.04506669,-0.031363998,-0.016214218,-0.028313132,0.18758109,-0.0067365556,-0.018225595,-0.015616154,0.08141993,-0.018037222,-0.04105528,-0.03871218,-0.034052555,0.12608762,-0.0034070448,0.30297387,-0.014393028,0.2933675,0.28485075,-0.025025938,-0.07186549,-0.017560793,-0.04259377,-0.083417304,-0.015744643,-0.026011718,0.065238155,-0.020483702,0.23041497,-0.03324368,0.09271252,0.11662194,0.08466802,-0.044902105,0.08765437,-0.08470672,0.16225722,-0.0052842246,0.25758868,-0.024867123,0.05286887,-0.01694872,-0.05152414,-0.010387919,-0.0065687764,-0.03506873,-0.052351356,-0.00044809756,0.074468784,-0.0018387217,-0.023608875,-0.01743391,-0.011634966,0.077073224,-0.014857561,-0.10861161,-0.05580705,-0.025877925,-0.0016136649,0.33428633
6,-0.036780767,0.18097168,0.012514606,-0.010772634,-0.066018924,-0.051805098,-0.0040344233,-0.040736325,0.05896367,0.021418301,-0.022116402,-0.025214458,0.027618708,-0.018503841,-0.038002387,-0.04165131,-0.04800157,0.14147711,-0.011921209,0.15949835,-0.005849173,0.36422428,0.16552736,-0.048174307,-0.057870824,-0.02259538,-0.036560457,-0.09542429,0.038284317,-0.034887888,-0.0013076314,-0.0072608707,0.24663644,-0.02975633,0.05819898,0.1066648,0.30984965,-0.020271262,0.18093579,-0.11095116,0.1252726,-0.0064909067,0.08156455,-0.026525898,0.119534105,-0.04439513,-0.06490625,0.013393512,-0.0009582554,-0.019949056,-0.06873651,0.027900044,0.04556831,0.19327615,-0.017068882,-0.0069982936,-0.027921103,0.13789645,-0.023476176,-0.068797454,-0.07749039,0.006706502,0.05043847,0.3005938
7,-0.0012332912,0.16215593,-0.01821799,-0.026649492,-0.07089575,-0.043340985,-0.010623171,-0.070937224,0.12216264,-0.0035757083,-0.026206205,-0.017506834,-0.042445637,-0.019406132,-0.057085577,-0.05596699,-0.07952178,0.09208583,0.060248498,0.35779697,-0.021403756,0.35325938,0.33003053,-0.035801224,-0.044108693,0.12791836,-0.06593406,-0.061162256,0.100508556,-0.031466465,-0.029441666,-0.024383653,0.31514904,-0.0416554,0.16520487,0.21262628,-0.0049758195,-0.026101222,0.090528205,-0.04952781,0.46433204,0.10574581,0.104582496,-0.051019747,0.17362514,0.033647235,-0.06969323,0.11977469,-0.021570437,-0.021967813,-0.06292431,-0.0037289439,-0.002831982,0.30350044,-0.03636592,-0.042474993,0.050765604,-0.039693773,-0.059020862,-0.057914574,-0.07635476,0.026715606,-0.038424727,0.611531
8,0.04338123,0.04494554,-0.035117127,-0.030109966,-0.08955945,-0.05845566,-0.0146688055,-0.054377235,0.22255777,-0.032941822,-0.013138121,-0.012172172,-0.03761742,-0.0057692993,-0.021897033,-0.0268309,-0.029511925,0.117442064,0.14882405,0.2618087,-0.018480975,0.26741055,0.24436902,-0.026652465,-0.042636372,0.12090473,-0.0127468575,-0.055209626,-0.027636407,-0.049277466,0.07287093,-0.025221758,0.31042713,-0.006116852,-0.016785506,0.037665024,0.057159044,-0.019455953,0.16439795,-0.042094156,0.12174089,-0.0062311506,0.0645522,-0.04501838,0.07864545,-0.020224059,-0.036425613,0.11426105,-0.011771673,-0.013762453,-0.023613404,-0.008045352,-0.019202152,0.25382993,0.019328048,0.041198794,-0.0014006692,-0.015722781,-0.026929948,-0.045155693,-0.033416912,0.0031376537,-0.02558408,0.35507372
9,0.16920397,-0.05701597,-0.041627243,-0.033820335,-0.038050972,-0.0072486647,-0.00017568411,-0.0057345275,0.08492714,-0.0521972,-0.00721432,0.051264774,-0.048519462,-0.018781358,-0.003337431,0.10618241,-0.028515734,0.062377132,0.10468745,0.24231179,-0.017376214,0.09793562,0.09448476,0.09014305,-0.018882591,0.41786355,-0.051643822,-0.018770456,-0.057753842,-0.047190912,0.09007014,-0.005319509,0.18435945,-0.007995471,-0.06774414,0.13873792,0.043378405,-0.02299344,-0.027070258,0.13569155,0.16897711,0.061537683,-0.007114848,-0.014114608,-0.013116415,0.15534875,-0.03149859,0.2561391,0.025321051,-0.0048005017,-0.009186776,0.035294253,0.36109948,-0.0029189824,-0.004072376,-0.014555251,0.24367382,-0.051813535,-0.017124962,-0.024259215,-0.022922186,0.13051055,-0.029138725,0.35271764
10,0.20581518,-0.055102125,-0.044078726,-0.047384456,-0.040278506,-0.008400953,-0.00037938674,-0.0045454814,0.083723895,-0.05499379,-0.008004546,0.08272996,-0.049473807,-0.029079877,-0.006605489,0.05462057,-0.030811006,0.06578032,0.16072793,0.3091336,-0.022614038,0.10315761,0.08412848,0.13572441,-0.026138576,0.5362207,-0.06269056,-0.018383363,-0.08106569,-0.055591673,0.09317984,-0.008039816,0.17046699,-0.00834516,-0.06190248,0.12640463,0.047372803,-0.020642009,-0.021824487,0.11116321,0.15883325,0.04364775,-0.0069942228,-0.013541683,-0.009215992,0.122563586,-0.033576094,0.22922209,0.0137546975,-0.002196705,-0.013301015,0.008881647,0.3486924,0.0054466175,0.001471892,-0.0115178935,0.22236188,-0.05519654,-0.016599808,-0.023851793,-0.025645917,0.1344732,-0.025739983,0.34084398
11,-0.024596741,0.20174393,-0.0056595095,-0.0061223386,-0.030528266,-0.038652882,-0.019114204,-0.027725976,0.13718508,-0.0067917434,-0.020979475,-0.028312944,0.122788064,-0.017718952,-0.021914978,-0.055855714,-0.048970737,0.09085537,-0.0018621405,0.16391507,-0.01590775,0.22699428,0.16385731,-0.042606283,-0.048934333,-0.030901412,-0.027314197,-0.083882794,-0.017914195,-0.009160511,-0.011300455,-0.017620208,0.19474791,-0.025909163,0.08983433,0.114852674,0.080849014,-0.041515917,0.07204051,-0.08318117,0.084635764,0.027651908,0.12357989,-0.025504442,0.049816396,-0.028648023,-0.063753575,0.043782152,0.03544477,-0.040539417,-0.0484622,-0.005073465,0.10287382,-0.0059409863,-0.026833719,-0.037337918,-0.0027345621,0.10214108,-0.021308338,-0.06740925,-0.042031374,-0.011116158,0.026406363,0.15948315
