,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,-0.553903,30.87034,-2.645766,-0.7870871,9.090952,0.97332156,13.929685,2.6909847,-0.9220807,25.091099,-0.24546205,-2.0301967,-3.2123437,-2.7199972,16.537941,-2.1736271,12.186671,-1.3242074,-0.5274112,7.3984547,1.3618926,-0.2719976,-2.9361827,31.531786,14.078805,32.06321,12.241018,-0.77601177,12.506326,9.753623,6.1233335,17.782442,-2.6564782,1.5871309,-0.6109443,17.439228,-1.0706348,6.500715,-2.8805592,-0.4750083,29.163467,7.8999863,-4.3443418,-0.07513493,-3.175359,-2.4252462,-4.3040814,3.8614197,-4.0248137,22.804108,-2.2229521,2.0239599,-3.5176113,25.101625,6.121405,29.264963,-1.4430273,7.3627067,9.960321,16.731014,-2.9223652,-1.117662,-2.4395683,-3.8659284
1,-0.813892,26.310965,-2.1433315,-0.77674925,2.6168044,-0.31834018,14.15307,3.6200714,-1.9548148,23.162184,-0.81919026,-1.481519,-1.6446606,-1.8173122,8.34092,1.4240588,6.1397543,-2.6536982,1.5453335,0.52331316,-0.49210313,-1.4269286,-0.55863136,12.108626,11.944648,14.550126,8.972918,-0.08454711,9.100574,13.782089,0.5295319,13.838266,-3.916186,0.120166205,3.1777449,16.527456,1.1041926,-0.24321386,-2.2672672,5.24227,33.19793,10.465448,-3.7936366,-1.1316303,-3.018704,-2.257124,-2.8148277,6.5193744,-2.7435436,13.312153,-0.20235616,0.1237939,-1.9147425,15.978182,2.1299856,27.14934,-0.76677823,7.2229395,8.160601,13.137788,-2.672971,-0.09453953,-2.4162571,-4.570038
2,-0.4371664,24.820827,-1.993788,-1.2658615,4.8422127,-1.2499692,13.018897,6.252534,-2.4021933,26.441803,-1.63259,-0.69791704,-3.014219,-2.5184622,9.045464,-0.31798515,14.198144,-3.1126482,-0.31601807,-1.7922927,-1.0980595,-1.0297381,-1.5863192,13.484705,13.653667,17.21161,14.00172,0.2841026,19.328459,8.702523,2.5992322,20.791641,-3.8923035,4.5118756,-0.48458388,19.296398,-0.5940847,-0.04869924,-3.2587402,-0.011189059,36.101067,4.0391107,-4.3962674,-0.16252461,-2.617362,-1.9437357,-4.147938,3.959324,-3.6873307,18.942778,0.32982588,0.16460602,-2.0518565,16.542624,3.3275251,34.11505,-1.2088176,18.249567,6.0932903,17.56031,-1.2678971,-1.6195698,-3.7771575,-5.558159
3,-0.44715795,20.53842,-2.2241025,0.31450957,5.2809486,-1.0511975,9.719484,2.521096,-1.816564,18.913422,-0.31210923,-0.54804796,-2.893965,-2.504772,6.50587,-0.45744073,5.520031,-1.3112829,0.41912237,6.6829915,-0.77679664,-1.3512763,-0.7558359,23.85211,14.3276615,14.611378,8.309167,-1.3798077,5.9244137,11.158224,6.162505,20.974339,-3.582028,-0.19587786,-1.1526921,11.5766945,-0.6647547,0.97702205,-4.205567,2.5433452,31.643492,10.587327,-4.2678046,-0.2150494,-2.5849156,-2.7765386,-3.8741672,5.288439,-3.2971125,19.067348,-1.5965744,6.208762,-2.7136114,20.464796,4.8774123,26.27473,-1.0641661,9.688861,4.91,20.31525,-2.973721,-1.267385,-2.2808976,-3.9236195
4,-0.67704207,39.93404,-3.1879418,11.821862,15.968997,-1.2944891,17.292747,6.6943874,-1.2202742,14.789171,9.158516,-0.7807526,-4.975418,-1.240659,13.469726,-0.2531113,1.9033953,-1.965611,-0.9631655,7.3572903,-0.09557585,-2.7956839,5.0076523,32.822044,21.838875,25.88051,15.809208,-2.9311576,6.7314954,4.018908,7.5118537,14.749421,-2.7032206,3.3275044,-1.489691,11.143851,-1.1134721,4.9860277,-2.877608,3.5511105,34.94427,6.2974963,-3.726238,-0.78913754,-2.3933048,-1.3670623,-4.026079,5.8776593,-3.8393118,20.437168,-1.5324415,4.674194,-2.8867478,25.312107,5.443073,35.348278,-0.10707719,13.315402,3.080216,20.141724,-3.6871898,-2.0156803,-3.5655472,-5.1919165
5,-0.5126242,20.995138,-2.1844141,0.40885353,6.993728,-0.4439104,11.137773,3.0674589,-1.2686584,19.52898,-0.7713187,-0.6246267,-2.4214225,-2.135175,8.223898,-0.22835045,8.042777,-1.1068052,6.5285306,0.6889641,-1.6849113,-2.2946746,-0.7478534,21.080256,10.60966,15.052323,15.179378,-0.25134474,20.509272,13.113085,-0.6721728,8.13501,-2.41311,0.8840394,-0.8170348,13.434833,-1.988546,-0.5171659,-3.1459382,3.9829643,24.8598,5.3456516,-3.6545124,0.7706115,-1.750093,-1.5190057,-2.571004,6.7316217,-3.5431626,11.237058,-0.9282084,4.700665,-2.631671,20.439125,3.1499026,26.263891,-0.6767698,8.524765,4.454711,15.338965,-2.921144,-0.5608108,-1.0046078,-3.6303065
6,2.0318687,23.00436,-1.2014339,-0.4613926,3.067542,-0.6160243,13.685203,4.525009,-1.0480331,24.841875,-0.33510113,-0.8367287,-1.3539038,-2.5176423,8.74219,-0.5837373,3.8771439,-1.1040205,8.35861,11.93081,-0.8156595,-2.7514222,-2.0925484,35.13801,15.190075,24.151302,16.336403,-1.3536199,16.846432,17.179382,3.9015114,14.320111,-5.214185,3.6156766,-0.38629916,13.91906,0.19178699,5.720398,-3.463065,5.7990236,42.87855,10.562192,-2.9450858,-1.4426426,-3.6338587,-3.444024,-4.6275687,5.5442405,-3.8617008,15.523808,-0.79008025,5.318824,-2.3934298,20.814342,3.1650138,35.105644,-1.1120623,11.017333,9.750098,19.895687,-2.1139317,-1.8741155,-3.5478723,-5.1913214
7,-1.2151159,24.48968,-2.332986,-1.4329978,2.6138723,-2.0247042,8.4360695,3.7777145,-2.192844,22.693176,-1.5486963,-0.5718856,-3.1185737,-2.650709,6.645712,2.0758421,8.363651,-3.1668081,0.5462677,-0.81756634,0.25652185,-0.26390693,-0.51737565,18.207476,17.549946,25.19637,9.984642,3.0799968,17.030788,7.400365,-0.03983516,27.135471,-3.1796691,-0.24641262,-1.6044718,10.801413,-0.14571086,4.705081,-2.252689,1.7425134,27.421143,4.289644,-3.4310753,-0.8582131,-1.6825954,-1.5600498,-3.225583,1.9826187,-2.282431,17.83711,-1.7140431,-0.03946875,-2.0300722,16.899994,5.600924,22.060776,-0.28680864,10.614744,3.1552033,13.311158,-2.650838,-1.3367175,-2.1681135,-3.3321197
8,-0.130053,32.52178,-3.0382254,-0.7539759,8.018483,-1.224611,16.201965,5.1273813,-1.3383373,28.302275,-0.68270487,-1.0497571,-3.8223403,-3.1295054,12.680083,-1.0069674,1.2544962,-0.6748227,3.8350873,4.1379833,5.9296823,-1.9358263,-1.5535089,33.901352,15.811355,31.977205,10.70985,0.27245328,13.259755,15.390809,3.0621278,16.480824,-4.7168407,7.7699585,-1.6103321,17.09531,-2.4392028,4.0711694,-3.868006,-0.76881254,35.151527,5.08932,-5.8419237,-1.0216248,-2.8743267,-2.146914,-5.2036514,6.9360685,-4.266012,24.782024,-2.8886242,2.9541335,-4.5654116,31.383797,5.3601184,32.73145,-1.6967584,10.82884,7.1854787,24.555225,-3.907543,-2.0313578,-3.044387,-4.8851957
9,-0.030219518,35.347645,-2.745288,-0.82172936,7.5209756,-0.6230558,15.36827,6.6587462,-1.6247935,25.422678,-0.24028257,-1.6328245,-4.1987734,-3.067205,12.003119,-1.3041595,13.009201,-2.2623708,2.8471835,4.710004,-0.5754722,-1.4917626,-2.2935364,27.446714,12.465577,17.475883,10.502186,-0.56148326,15.463271,10.757062,7.130549,19.408083,-3.707306,9.228592,-0.7218482,15.136495,-0.5087069,3.308566,-4.3562994,3.2383387,36.042686,9.989868,-4.4476056,-1.3533285,-3.0562088,-3.2550645,-5.1841116,6.670254,-3.4548311,11.894908,-0.91934866,4.9501505,-2.4789891,15.515453,2.8270853,27.765162,-0.7147018,10.812782,3.8637285,20.518858,-2.7273304,-1.7566283,-2.102312,-3.9829752
